Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt,mangel_ratio
2024-08,2024,August,8,WZ08-D,Energieversorgung,5.0,14.0,19.0,280.0
2024-08,2024,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0
2024-08,2024,August,8,WZ08-F,Baugewerbe,202.0,79.0,281.0,39.1
2024-08,2024,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",205.0,95.0,300.0,46.3
2024-08,2024,August,8,WZ08-H,Verkehr und Lagerei,65.0,33.0,98.0,50.8
2024-08,2024,August,8,WZ08-I,Gastgewerbe,130.0,54.0,184.0,41.5
2024-08,2024,August,8,WZ08-J,Information und Kommunikation,40.0,20.0,60.0,50.0
2024-08,2024,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,15.0,40.0,60.0
2024-08,2024,August,8,WZ08-L,Grundstücks- und Wohnungswesen,66.0,23.0,89.0,34.8
2024-08,2024,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",126.0,84.0,210.0,66.7
2024-08,2024,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,114.0,55.0,169.0,48.2
2024-08,2024,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2024-08,2024,August,8,WZ08-P,Erziehung und Unterricht,16.0,7.0,23.0,43.8
2024-08,2024,August,8,WZ08-Q,Gesundheits- und Sozialwesen,51.0,6.0,57.0,11.8
2024-08,2024,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,12.0,38.0,46.2
2024-08,2024,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,14.0,61.0,29.8
2024-09,2024,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,2.0,12.0,20.0
2024-09,2024,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2024-09,2024,September,9,WZ08-C,Verarbeitendes Gewerbe,111.0,19.0,130.0,17.1
2024-09,2024,September,9,WZ08-D,Energieversorgung,6.0,,,
2024-09,2024,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,,,
2024-09,2024,September,9,WZ08-F,Baugewerbe,227.0,96.0,323.0,42.3
2024-09,2024,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",203.0,73.0,276.0,36.0
2024-09,2024,September,9,WZ08-H,Verkehr und Lagerei,69.0,42.0,111.0,60.9
2024-09,2024,September,9,WZ08-I,Gastgewerbe,125.0,54.0,179.0,43.2
2024-09,2024,September,9,WZ08-J,Information und Kommunikation,55.0,26.0,81.0,47.3
2024-09,2024,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,31.0,23.0,54.0,74.2
2024-09,2024,September,9,WZ08-L,Grundstücks- und Wohnungswesen,63.0,30.0,93.0,47.6
2024-09,2024,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",108.0,80.0,188.0,74.1
2024-09,2024,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,114.0,64.0,178.0,56.1
2024-09,2024,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2024-09,2024,September,9,WZ08-P,Erziehung und Unterricht,14.0,6.0,20.0,42.9
2024-09,2024,September,9,WZ08-Q,Gesundheits- und Sozialwesen,50.0,5.0,55.0,10.0
2024-09,2024,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,9.0,29.0,45.0
2024-09,2024,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,63.0,17.0,80.0,27.0
2024-10,2024,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,,,
2024-10,2024,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2024-10,2024,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,119.0,16.0,135.0,13.4
2024-10,2024,Oktober,10,WZ08-D,Energieversorgung,4.0,4.0,8.0,100.0
2024-10,2024,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",6.0,2.0,8.0,33.3
2024-10,2024,Oktober,10,WZ08-F,Baugewerbe,230.0,115.0,345.0,50.0
2024-10,2024,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",239.0,85.0,324.0,35.6
2024-10,2024,Oktober,10,WZ08-H,Verkehr und Lagerei,89.0,34.0,123.0,38.2
2024-10,2024,Oktober,10,WZ08-I,Gastgewerbe,130.0,55.0,185.0,42.3
2024-10,2024,Oktober,10,WZ08-J,Information und Kommunikation,61.0,17.0,78.0,27.9
2024-10,2024,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,28.0,53.0,112.0
2024-10,2024,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,59.0,31.0,90.0,52.5
2024-10,2024,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",198.0,83.0,281.0,41.9
2024-10,2024,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,122.0,63.0,185.0,51.6
2024-10,2024,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2024-10,2024,Oktober,10,WZ08-P,Erziehung und Unterricht,24.0,6.0,30.0,25.0
2024-10,2024,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,56.0,8.0,64.0,14.3
2024-10,2024,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",31.0,14.0,45.0,45.2
2024-10,2024,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,33.0,20.0,53.0,60.6
2024-11,2024,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",3.0,2.0,5.0,66.7
2024-11,2024,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,
2024-11,2024,November,11,WZ08-C,Verarbeitendes Gewerbe,126.0,17.0,143.0,13.5
2024-11,2024,November,11,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0
2024-11,2024,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0,33.3
2024-11,2024,November,11,WZ08-F,Baugewerbe,201.0,88.0,289.0,43.8
2024-11,2024,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",188.0,76.0,264.0,40.4
2024-11,2024,November,11,WZ08-H,Verkehr und Lagerei,71.0,25.0,96.0,35.2
2024-11,2024,November,11,WZ08-I,Gastgewerbe,121.0,42.0,163.0,34.7
2024-11,2024,November,11,WZ08-J,Information und Kommunikation,50.0,26.0,76.0,52.0
2024-11,2024,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,32.0,11.0,43.0,34.4
2024-11,2024,November,11,WZ08-L,Grundstücks- und Wohnungswesen,66.0,45.0,111.0,68.2
2024-11,2024,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",131.0,108.0,239.0,82.4
2024-11,2024,November,11,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,116.0,58.0,174.0,50.0
2024-11,2024,November,11,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2024-11,2024,November,11,WZ08-P,Erziehung und Unterricht,19.0,4.0,23.0,21.1
2024-11,2024,November,11,WZ08-Q,Gesundheits- und Sozialwesen,41.0,7.0,48.0,17.1
2024-11,2024,November,11,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,12.0,38.0,46.2
2024-11,2024,November,11,WZ08-S,Erbringung von sonstigen Dienstleistungen,46.0,19.0,65.0,41.3
2024-12,2024,Dezember,12,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0,16.7
2024-12,2024,Dezember,12,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,
2024-12,2024,Dezember,12,WZ08-C,Verarbeitendes Gewerbe,129.0,26.0,155.0,20.2
2024-12,2024,Dezember,12,WZ08-D,Energieversorgung,2.0,2.0,4.0,100.0
2024-12,2024,Dezember,12,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,5.0,9.0,125.0
2024-12,2024,Dezember,12,WZ08-F,Baugewerbe,191.0,99.0,290.0,51.8
2024-12,2024,Dezember,12,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",187.0,77.0,264.0,41.2
2024-12,2024,Dezember,12,WZ08-H,Verkehr und Lagerei,74.0,31.0,105.0,41.9
2024-12,2024,Dezember,12,WZ08-I,Gastgewerbe,124.0,50.0,174.0,40.3
2024-12,2024,Dezember,12,WZ08-J,Information und Kommunikation,51.0,23.0,74.0,45.1
2024-12,2024,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,13.0,35.0,59.1
2024-12,2024,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,60.0,30.0,90.0,50.0
2024-12,2024,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",147.0,74.0,221.0,50.3
2024-12,2024,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,124.0,48.0,172.0,38.7
2024-12,2024,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2024-12,2024,Dezember,12,WZ08-P,Erziehung und Unterricht,22.0,5.0,27.0,22.7
2024-12,2024,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,48.0,10.0,58.0,20.8
2024-12,2024,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",27.0,8.0,35.0,29.6
2024-12,2024,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,57.0,13.0,70.0,22.8
2025-01,2025,Januar,1,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,,,
2025-01,2025,Januar,1,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-01,2025,Januar,1,WZ08-C,Verarbeitendes Gewerbe,124.0,27.0,151.0,21.8
2025-01,2025,Januar,1,WZ08-D,Energieversorgung,2.0,3.0,5.0,150.0
2025-01,2025,Januar,1,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0
2025-01,2025,Januar,1,WZ08-F,Baugewerbe,212.0,96.0,308.0,45.3
2025-01,2025,Januar,1,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",215.0,86.0,301.0,40.0
2025-01,2025,Januar,1,WZ08-H,Verkehr und Lagerei,66.0,32.0,98.0,48.5
2025-01,2025,Januar,1,WZ08-I,Gastgewerbe,129.0,52.0,181.0,40.3
2025-01,2025,Januar,1,WZ08-J,Information und Kommunikation,51.0,22.0,73.0,43.1
2025-01,2025,Januar,1,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,25.0,47.0,113.6
2025-01,2025,Januar,1,WZ08-L,Grundstücks- und Wohnungswesen,51.0,27.0,78.0,52.9
2025-01,2025,Januar,1,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",128.0,89.0,217.0,69.5
2025-01,2025,Januar,1,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,119.0,70.0,189.0,58.8
2025-01,2025,Januar,1,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-01,2025,Januar,1,WZ08-P,Erziehung und Unterricht,13.0,2.0,15.0,15.4
2025-01,2025,Januar,1,WZ08-Q,Gesundheits- und Sozialwesen,44.0,10.0,54.0,22.7
2025-01,2025,Januar,1,WZ08-R,"Kunst, Unterhaltung und Erholung",27.0,12.0,39.0,44.4
2025-01,2025,Januar,1,WZ08-S,Erbringung von sonstigen Dienstleistungen,43.0,20.0,63.0,46.5
2025-02,2025,Februar,2,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,,,
2025-02,2025,Februar,2,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-02,2025,Februar,2,WZ08-C,Verarbeitendes Gewerbe,151.0,28.0,179.0,18.5
2025-02,2025,Februar,2,WZ08-D,Energieversorgung,11.0,1.0,12.0,9.1
2025-02,2025,Februar,2,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,
2025-02,2025,Februar,2,WZ08-F,Baugewerbe,227.0,119.0,346.0,52.4
2025-02,2025,Februar,2,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",234.0,98.0,332.0,41.9
2025-02,2025,Februar,2,WZ08-H,Verkehr und Lagerei,79.0,28.0,107.0,35.4
2025-02,2025,Februar,2,WZ08-I,Gastgewerbe,155.0,58.0,213.0,37.4
2025-02,2025,Februar,2,WZ08-J,Information und Kommunikation,50.0,32.0,82.0,64.0
2025-02,2025,Februar,2,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,19.0,27.0,46.0,142.1
2025-02,2025,Februar,2,WZ08-L,Grundstücks- und Wohnungswesen,61.0,31.0,92.0,50.8
2025-02,2025,Februar,2,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",150.0,78.0,228.0,52.0
2025-02,2025,Februar,2,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,153.0,69.0,222.0,45.1
2025-02,2025,Februar,2,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-02,2025,Februar,2,WZ08-P,Erziehung und Unterricht,18.0,10.0,28.0,55.6
2025-02,2025,Februar,2,WZ08-Q,Gesundheits- und Sozialwesen,47.0,5.0,52.0,10.6
2025-02,2025,Februar,2,WZ08-R,"Kunst, Unterhaltung und Erholung",19.0,8.0,27.0,42.1
2025-02,2025,Februar,2,WZ08-S,Erbringung von sonstigen Dienstleistungen,67.0,24.0,91.0,35.8
2025-03,2025,März,3,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0,16.7
2025-03,2025,März,3,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-03,2025,März,3,WZ08-C,Verarbeitendes Gewerbe,137.0,28.0,165.0,20.4
2025-03,2025,März,3,WZ08-D,Energieversorgung,1.0,2.0,3.0,200.0
2025-03,2025,März,3,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,1.0,,
2025-03,2025,März,3,WZ08-F,Baugewerbe,230.0,105.0,335.0,45.7
2025-03,2025,März,3,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",231.0,97.0,328.0,42.0
2025-03,2025,März,3,WZ08-H,Verkehr und Lagerei,80.0,28.0,108.0,35.0
2025-03,2025,März,3,WZ08-I,Gastgewerbe,148.0,48.0,196.0,32.4
2025-03,2025,März,3,WZ08-J,Information und Kommunikation,51.0,20.0,71.0,39.2
2025-03,2025,März,3,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,27.0,29.0,56.0,107.4
2025-03,2025,März,3,WZ08-L,Grundstücks- und Wohnungswesen,66.0,30.0,96.0,45.5
2025-03,2025,März,3,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",155.0,79.0,234.0,51.0
2025-03,2025,März,3,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,158.0,55.0,213.0,34.8
2025-03,2025,März,3,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-03,2025,März,3,WZ08-P,Erziehung und Unterricht,22.0,4.0,26.0,18.2
2025-03,2025,März,3,WZ08-Q,Gesundheits- und Sozialwesen,41.0,16.0,57.0,39.0
2025-03,2025,März,3,WZ08-R,"Kunst, Unterhaltung und Erholung",24.0,12.0,36.0,50.0
2025-03,2025,März,3,WZ08-S,Erbringung von sonstigen Dienstleistungen,49.0,12.0,61.0,24.5
2025-04,2025,April,4,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,5.0,12.0,71.4
2025-04,2025,April,4,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-04,2025,April,4,WZ08-C,Verarbeitendes Gewerbe,164.0,20.0,184.0,12.2
2025-04,2025,April,4,WZ08-D,Energieversorgung,6.0,,,
2025-04,2025,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0
2025-04,2025,April,4,WZ08-F,Baugewerbe,267.0,115.0,382.0,43.1
2025-04,2025,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",217.0,99.0,316.0,45.6
2025-04,2025,April,4,WZ08-H,Verkehr und Lagerei,83.0,37.0,120.0,44.6
2025-04,2025,April,4,WZ08-I,Gastgewerbe,168.0,64.0,232.0,38.1
2025-04,2025,April,4,WZ08-J,Information und Kommunikation,53.0,22.0,75.0,41.5
2025-04,2025,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,26.0,27.0,53.0,103.8
2025-04,2025,April,4,WZ08-L,Grundstücks- und Wohnungswesen,56.0,49.0,105.0,87.5
2025-04,2025,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",144.0,99.0,243.0,68.8
2025-04,2025,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,151.0,56.0,207.0,37.1
2025-04,2025,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-04,2025,April,4,WZ08-P,Erziehung und Unterricht,13.0,4.0,17.0,30.8
2025-04,2025,April,4,WZ08-Q,Gesundheits- und Sozialwesen,57.0,7.0,64.0,12.3
2025-04,2025,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",24.0,9.0,33.0,37.5
2025-04,2025,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,23.0,74.0,45.1
2025-05,2025,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",12.0,2.0,14.0,16.7
2025-05,2025,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,1.0,,
2025-05,2025,Mai,5,WZ08-C,Verarbeitendes Gewerbe,127.0,21.0,148.0,16.5
2025-05,2025,Mai,5,WZ08-D,Energieversorgung,4.0,4.0,8.0,100.0
2025-05,2025,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,2.0,4.0,100.0
2025-05,2025,Mai,5,WZ08-F,Baugewerbe,261.0,104.0,365.0,39.8
2025-05,2025,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",200.0,102.0,302.0,51.0
2025-05,2025,Mai,5,WZ08-H,Verkehr und Lagerei,84.0,32.0,116.0,38.1
2025-05,2025,Mai,5,WZ08-I,Gastgewerbe,141.0,73.0,214.0,51.8
2025-05,2025,Mai,5,WZ08-J,Information und Kommunikation,58.0,34.0,92.0,58.6
2025-05,2025,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,21.0,22.0,43.0,104.8
2025-05,2025,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,48.0,35.0,83.0,72.9
2025-05,2025,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",135.0,84.0,219.0,62.2
2025-05,2025,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,140.0,64.0,204.0,45.7
2025-05,2025,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-05,2025,Mai,5,WZ08-P,Erziehung und Unterricht,25.0,6.0,31.0,24.0
2025-05,2025,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,56.0,8.0,64.0,14.3
2025-05,2025,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",36.0,8.0,44.0,22.2
2025-05,2025,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,59.0,25.0,84.0,42.4
2025-06,2025,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0,16.7
2025-06,2025,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-06,2025,Juni,6,WZ08-C,Verarbeitendes Gewerbe,137.0,28.0,165.0,20.4
2025-06,2025,Juni,6,WZ08-D,Energieversorgung,2.0,1.0,3.0,50.0
2025-06,2025,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,1.0,2.0,100.0
2025-06,2025,Juni,6,WZ08-F,Baugewerbe,202.0,96.0,298.0,47.5
2025-06,2025,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",213.0,108.0,321.0,50.7
2025-06,2025,Juni,6,WZ08-H,Verkehr und Lagerei,102.0,36.0,138.0,35.3
2025-06,2025,Juni,6,WZ08-I,Gastgewerbe,163.0,53.0,216.0,32.5
2025-06,2025,Juni,6,WZ08-J,Information und Kommunikation,51.0,30.0,81.0,58.8
2025-06,2025,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,20.0,21.0,41.0,105.0
2025-06,2025,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,41.0,42.0,83.0,102.4
2025-06,2025,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",120.0,93.0,213.0,77.5
2025-06,2025,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,128.0,60.0,188.0,46.9
2025-06,2025,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-06,2025,Juni,6,WZ08-P,Erziehung und Unterricht,19.0,3.0,22.0,15.8
2025-06,2025,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,55.0,10.0,65.0,18.2
2025-06,2025,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,12.0,42.0,40.0
2025-06,2025,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,56.0,16.0,72.0,28.6
2025-07,2025,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",14.0,3.0,17.0,21.4
2025-07,2025,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,,
2025-07,2025,Juli,7,WZ08-C,Verarbeitendes Gewerbe,118.0,30.0,148.0,25.4
2025-07,2025,Juli,7,WZ08-D,Energieversorgung,2.0,1.0,3.0,50.0
2025-07,2025,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0,50.0
2025-07,2025,Juli,7,WZ08-F,Baugewerbe,234.0,129.0,363.0,55.1
2025-07,2025,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",242.0,119.0,361.0,49.2
2025-07,2025,Juli,7,WZ08-H,Verkehr und Lagerei,97.0,38.0,135.0,39.2
2025-07,2025,Juli,7,WZ08-I,Gastgewerbe,164.0,72.0,236.0,43.9
2025-07,2025,Juli,7,WZ08-J,Information und Kommunikation,42.0,34.0,76.0,81.0
2025-07,2025,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,36.0,28.0,64.0,77.8
2025-07,2025,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,76.0,27.0,103.0,35.5
2025-07,2025,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",152.0,98.0,250.0,64.5
2025-07,2025,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,158.0,79.0,237.0,50.0
2025-07,2025,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-07,2025,Juli,7,WZ08-P,Erziehung und Unterricht,20.0,9.0,29.0,45.0
2025-07,2025,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,44.0,12.0,56.0,27.3
2025-07,2025,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",33.0,14.0,47.0,42.4
2025-07,2025,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,21.0,68.0,44.7
2025-08,2025,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,2.0,9.0,28.6
2025-08,2025,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-08,2025,August,8,WZ08-C,Verarbeitendes Gewerbe,139.0,24.0,163.0,17.3
2025-08,2025,August,8,WZ08-D,Energieversorgung,9.0,,,
2025-08,2025,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,1.0,5.0,25.0
2025-08,2025,August,8,WZ08-F,Baugewerbe,229.0,118.0,347.0,51.5
2025-08,2025,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",201.0,110.0,311.0,54.7
2025-08,2025,August,8,WZ08-H,Verkehr und Lagerei,78.0,30.0,108.0,38.5
2025-08,2025,August,8,WZ08-I,Gastgewerbe,135.0,60.0,195.0,44.4
2025-08,2025,August,8,WZ08-J,Information und Kommunikation,60.0,21.0,81.0,35.0
2025-08,2025,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,24.0,28.0,52.0,116.7
2025-08,2025,August,8,WZ08-L,Grundstücks- und Wohnungswesen,55.0,39.0,94.0,70.9
2025-08,2025,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",141.0,97.0,238.0,68.8
2025-08,2025,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,117.0,65.0,182.0,55.6
2025-08,2025,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-08,2025,August,8,WZ08-P,Erziehung und Unterricht,18.0,7.0,25.0,38.9
2025-08,2025,August,8,WZ08-Q,Gesundheits- und Sozialwesen,42.0,10.0,52.0,23.8
2025-08,2025,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,9.0,39.0,30.0
2025-08,2025,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,22.0,69.0,46.8
2025-09,2025,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,2.0,9.0,28.6
2025-09,2025,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,,
2025-09,2025,September,9,WZ08-C,Verarbeitendes Gewerbe,125.0,16.0,141.0,12.8
2025-09,2025,September,9,WZ08-D,Energieversorgung,4.0,1.0,5.0,25.0
2025-09,2025,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,,,
2025-09,2025,September,9,WZ08-F,Baugewerbe,230.0,114.0,344.0,49.6
2025-09,2025,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",211.0,86.0,297.0,40.8
2025-09,2025,September,9,WZ08-H,Verkehr und Lagerei,74.0,40.0,114.0,54.1
2025-09,2025,September,9,WZ08-I,Gastgewerbe,152.0,57.0,209.0,37.5
2025-09,2025,September,9,WZ08-J,Information und Kommunikation,61.0,18.0,79.0,29.5
2025-09,2025,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,35.0,25.0,60.0,71.4
2025-09,2025,September,9,WZ08-L,Grundstücks- und Wohnungswesen,53.0,22.0,75.0,41.5
2025-09,2025,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",128.0,92.0,220.0,71.9
2025-09,2025,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,133.0,75.0,208.0,56.4
2025-09,2025,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,,
2025-09,2025,September,9,WZ08-P,Erziehung und Unterricht,24.0,5.0,29.0,20.8
2025-09,2025,September,9,WZ08-Q,Gesundheits- und Sozialwesen,35.0,3.0,38.0,8.6
2025-09,2025,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",33.0,11.0,44.0,33.3
